date,academy,name,psychometric_score,presentation_score
Wednesday 18 December 2019,London Academy,See Foynes,50,14
Wednesday 18 December 2019,London Academy,Hersch Holburn,53,20
Wednesday 18 December 2019,London Academy,Adina Seton,60,19
Wednesday 18 December 2019,London Academy,Mort Letrange,40,22
Wednesday 18 December 2019,London Academy,Nady Smallpiece,63,15
Wednesday 18 December 2019,London Academy,Norean Caston,50,18
Wednesday 18 December 2019,London Academy,Hebert Bubbins,47,22
Wednesday 18 December 2019,London Academy,Tiphanie Selway,54,19
Wednesday 18 December 2019,London Academy,Davy Reisenberg,48,24
Wednesday 18 December 2019,London Academy,Clarey Fagan,48,21
Wednesday 18 December 2019,London Academy,Candy Vann,54,18
Wednesday 18 December 2019,London Academy,Winona Strotton,55,15
Wednesday 18 December 2019,London Academy,Bail Delgardo,44,18
Wednesday 18 December 2019,London Academy,Harri Heinschke,56,18
Wednesday 18 December 2019,London Academy,Lurleen Moro,54,17
Wednesday 18 December 2019,London Academy,Dannye Fraczek,50,19
Wednesday 18 December 2019,London Academy,Marlowe Baxstare,45,17
Wednesday 18 December 2019,London Academy,Sydelle Gascoigne,44,22
Wednesday 18 December 2019,London Academy,Rochette Bellfield,59,22
Wednesday 18 December 2019,London Academy,Arney Watsham,49,10
Wednesday 18 December 2019,London Academy,Callida Brazel,46,18
Wednesday 18 December 2019,London Academy,Sunny Stonebridge,49,17
Wednesday 18 December 2019,London Academy,Cris Van Schafflaer,57,20
Wednesday 18 December 2019,London Academy,Linette Hendonson,46,17
Wednesday 18 December 2019,London Academy,Rosanne Maccaughey,49,21
Wednesday 18 December 2019,London Academy,Cirilo Croy,52,27
Wednesday 18 December 2019,London Academy,Lora Kiebes,61,18
Wednesday 18 December 2019,London Academy,Robina Rosen,48,16
Wednesday 18 December 2019,London Academy,Hendrick Skellon,64,23
Wednesday 18 December 2019,London Academy,Sisile Rawood,45,22
Wednesday 18 December 2019,London Academy,Beverlie Newhouse,56,19
Wednesday 18 December 2019,London Academy,Gusta Klagges,56,24
Wednesday 18 December 2019,London Academy,Marve Boatswain,56,24
Wednesday 18 December 2019,London Academy,Louella Parradye,53,25
Wednesday 18 December 2019,London Academy,Wynn Blei,61,20
Thursday 18 July 2019,Birmingham Academy,Berty Huban,53,15
Thursday 18 July 2019,Birmingham Academy,Amanda Minto,59,21
Thursday 18 July 2019,Birmingham Academy,Joannes Yurshev,58,23
Thursday 18 July 2019,Birmingham Academy,Valaria Bunton,47,26
Thursday 18 July 2019,Birmingham Academy,Bary Fendlen,52,18
Thursday 18 July 2019,Birmingham Academy,Fremont Oxlee,51,23
Thursday 18 July 2019,Birmingham Academy,Hilliard Reinard,67,26
Thursday 18 July 2019,Birmingham Academy,Ira Rathbourne,54,21
Thursday 18 July 2019,Birmingham Academy,Shoshanna Janicek,52,22
Thursday 18 July 2019,Birmingham Academy,Tonye Ambrogio,61,23
Thursday 18 July 2019,Birmingham Academy,Kylie Cordell,60,27
Thursday 18 July 2019,Birmingham Academy,Aldrich Whitehall,59,13
Thursday 18 July 2019,Birmingham Academy,Blair Woollhead,52,24
Thursday 18 July 2019,Birmingham Academy,Demetria O' Sullivan,60,22
Thursday 18 July 2019,Birmingham Academy,Karlis Bottle,62,19
Thursday 18 July 2019,Birmingham Academy,Kalie Leadbeatter,44,19
Thursday 18 July 2019,Birmingham Academy,Doretta Henner,51,17
Thursday 18 July 2019,Birmingham Academy,Dannel Longmaid,59,17
Thursday 18 July 2019,Birmingham Academy,Teena Priel,55,22
Thursday 18 July 2019,Birmingham Academy,Katinka Tyt,50,20
Thursday 18 July 2019,Birmingham Academy,Maxy Bensen,63,25
Thursday 18 July 2019,Birmingham Academy,Merwyn Gossop,56,16
Thursday 18 July 2019,Birmingham Academy,Celina Polley,63,22
Thursday 18 July 2019,Birmingham Academy,Ody Paroni,70,15
Thursday 18 July 2019,Birmingham Academy,Babita Tabourin,53,23
Thursday 18 July 2019,Birmingham Academy,Anastasia Jansson,47,16
Thursday 18 July 2019,Birmingham Academy,Kathy Capstack,53,21
Thursday 18 July 2019,Birmingham Academy,Rancell Lill,63,19
Thursday 18 July 2019,Birmingham Academy,Sandor Swatradge,71,23
Thursday 18 July 2019,Birmingham Academy,Jarred Tredger,45,20
Thursday 18 July 2019,Birmingham Academy,Briggs Logsdail,51,22
Thursday 18 July 2019,Birmingham Academy,Lonnard O'Neill,50,15
Thursday 18 July 2019,Birmingham Academy,Bill Pendlebury,56,19
Thursday 18 July 2019,Birmingham Academy,Abbott Dodgshon,57,16
Thursday 18 July 2019,Birmingham Academy,Dunstan Halfhide,48,19
Thursday 18 July 2019,Birmingham Academy,Monica Mingardi,41,21
Thursday 18 July 2019,Birmingham Academy,Ashby Capener,52,20
Thursday 18 July 2019,Birmingham Academy,Rachele Bracknell,58,23
Tuesday 18 June 2019,London Academy,Conn Dobson,53,20
Tuesday 18 June 2019,London Academy,Ingaborg Pitblado,67,20
Tuesday 18 June 2019,London Academy,Neall Lannin,49,17
Tuesday 18 June 2019,London Academy,Billi Narraway,53,21
Tuesday 18 June 2019,London Academy,Derrek Shillinglaw,55,11
Tuesday 18 June 2019,London Academy,Ainslee Paice,57,25
Tuesday 18 June 2019,London Academy,Rana Antoniou,47,21
Tuesday 18 June 2019,London Academy,Agnes Attack,48,21
Tuesday 18 June 2019,London Academy,Putnem Ericsson,51,22
Tuesday 18 June 2019,London Academy,Dean Bridle,55,14
Tuesday 18 June 2019,London Academy,Brod Blunden,59,18
Tuesday 18 June 2019,London Academy,Georgette Giacomo,56,21
Tuesday 18 June 2019,London Academy,Hubey Brookes,49,24
Tuesday 18 June 2019,London Academy,York Sygroves,61,22
Tuesday 18 June 2019,London Academy,Nil Iacovo,58,15
Tuesday 18 June 2019,London Academy,Helena Swire,63,24
Tuesday 18 June 2019,London Academy,Ginevra Paice,59,16
Tuesday 18 June 2019,London Academy,Chane Wetwood,51,20
Tuesday 18 June 2019,London Academy,Barbra Polleye,52,22
Tuesday 18 June 2019,London Academy,Shelbi Waddingham,54,21
Tuesday 18 June 2019,London Academy,Aindrea Normanvill,58,23
Tuesday 18 June 2019,London Academy,Hilliard Trusse,39,22
Tuesday 18 June 2019,London Academy,Lexine Rapson,61,21
Tuesday 18 June 2019,London Academy,Cati Dumphries,62,27
Tuesday 18 June 2019,London Academy,Terrell Orridge,57,27
Tuesday 18 June 2019,London Academy,Benedick De Roberto,49,20
Tuesday 18 June 2019,London Academy,Cornelia Artist,61,19
Tuesday 18 June 2019,London Academy,Muhammad Linn,62,19
Tuesday 18 June 2019,London Academy,Elicia Broggio,59,20
Tuesday 18 June 2019,London Academy,Adler Wingatt,58,23
Tuesday 18 June 2019,London Academy,Jeffrey Borrell,43,16
Tuesday 18 June 2019,London Academy,Ashbey Seakes,59,16
Tuesday 18 June 2019,London Academy,Patrice Dowe,45,23
Tuesday 18 June 2019,London Academy,Calida Behr,66,21
Tuesday 18 June 2019,London Academy,Mora Joutapavicius,56,19
Tuesday 18 June 2019,London Academy,Tadeas Bidmead,59,24
Tuesday 18 June 2019,London Academy,Mathian Crews,43,25
Tuesday 18 June 2019,London Academy,Clywd Musgrove,59,20
Tuesday 18 June 2019,London Academy,Darn Kirkby,52,19
Tuesday 18 June 2019,London Academy,Yvor Shepstone,54,18
Tuesday 18 June 2019,London Academy,Maible Antic,53,18
Tuesday 18 June 2019,London Academy,Carlo Beekman,52,15
Tuesday 18 June 2019,London Academy,Kat Sutherland,55,21
Tuesday 18 June 2019,London Academy,Leland Wither,58,20
Tuesday 18 June 2019,London Academy,Murvyn Budnk,48,24
Tuesday 18 June 2019,London Academy,Brandise Moston,69,25
Tuesday 18 June 2019,London Academy,Daniele Iskowicz,53,17
Tuesday 18 June 2019,London Academy,Wilden Claisse,64,25
Tuesday 18 June 2019,London Academy,Boycey Mcspirron,48,20
Tuesday 18 June 2019,London Academy,Nealon Cisland,60,14
Tuesday 18 June 2019,London Academy,Lavinie Marshman,51,19
Tuesday 18 June 2019,London Academy,Larry Claridge,52,21
Wednesday 18 September 2019,London Academy,Paulita Simmonds,53,14
Wednesday 18 September 2019,London Academy,Gifford Ganter,59,23
Wednesday 18 September 2019,London Academy,Demott Rohlf,42,14
Wednesday 18 September 2019,London Academy,Weylin Chong,58,21
Wednesday 18 September 2019,London Academy,Dorice Slides,60,21
Wednesday 18 September 2019,London Academy,Sumner Kop,63,21
Wednesday 18 September 2019,London Academy,Delmore Mcknish,56,20
Wednesday 18 September 2019,London Academy,Schuyler Mckimm,60,18
Wednesday 18 September 2019,London Academy,Donovan Whistan,58,20
Wednesday 18 September 2019,London Academy,Had Veazey,59,24
Wednesday 18 September 2019,London Academy,Sven Antonescu,53,24
Wednesday 18 September 2019,London Academy,Rafferty Camamile,49,22
Wednesday 18 September 2019,London Academy,Grazia Macginney,56,23
Wednesday 18 September 2019,London Academy,Aldwin Ginman,61,21
Wednesday 18 September 2019,London Academy,Augustine Corey,48,21
Wednesday 18 September 2019,London Academy,Salmon Blinder,56,23
Wednesday 18 September 2019,London Academy,Kahaleel Tatem,58,20
Wednesday 18 September 2019,London Academy,Erek O'Doran,62,19
Wednesday 18 September 2019,London Academy,Reynard Ilyenko,59,23
Wednesday 18 September 2019,London Academy,Lisle Stolli,70,20
Wednesday 18 September 2019,London Academy,Reinaldos Tolefree,42,22
Wednesday 18 September 2019,London Academy,Rance Wilsone,44,21
Wednesday 18 September 2019,London Academy,Melonie Duffet,45,20
Wednesday 18 September 2019,London Academy,Urson Sibthorp,55,21
Wednesday 18 September 2019,London Academy,King Janatka,53,23
Wednesday 18 September 2019,London Academy,Dinnie Baleine,52,21
Wednesday 18 September 2019,London Academy,Beltran Jolly,53,21
Wednesday 18 September 2019,London Academy,Gare Halpen,43,20
Wednesday 18 September 2019,London Academy,Urban Bootland,51,25
Wednesday 18 September 2019,London Academy,Elvira Valentine,49,18
Wednesday 18 September 2019,London Academy,Brandie Birkin,51,23
Wednesday 18 September 2019,London Academy,Malinde Mowsdale,47,22
Wednesday 18 September 2019,London Academy,Deana Salerno,54,19
Wednesday 18 September 2019,London Academy,Yankee Garmon,54,20
Thursday 19 December 2019,Birmingham Academy,Alayne Farrans,60,19
Thursday 19 December 2019,Birmingham Academy,Jaclin Heasman,66,9
Thursday 19 December 2019,Birmingham Academy,Olly Lannen,53,24
Thursday 19 December 2019,Birmingham Academy,Reba Cosser,65,23
Thursday 19 December 2019,Birmingham Academy,Leif Forsyth,58,21
Thursday 19 December 2019,Birmingham Academy,Vidovic Niblett,66,20
Thursday 19 December 2019,Birmingham Academy,Whit Brisse,61,21
Thursday 19 December 2019,Birmingham Academy,Miof Mela Woodland,36,21
Thursday 19 December 2019,Birmingham Academy,Trudey Brockman,58,25
Thursday 19 December 2019,Birmingham Academy,Gunilla Lucken,55,24
Thursday 19 December 2019,Birmingham Academy,Yorgos O'Rourke,56,15
Thursday 19 December 2019,Birmingham Academy,Fair Ivashintsov,57,22
Thursday 19 December 2019,Birmingham Academy,Lethia Crow,56,21
Thursday 19 December 2019,Birmingham Academy,Eyde Boughton,64,20
Thursday 19 December 2019,Birmingham Academy,Thom Derwin,66,21
Thursday 19 December 2019,Birmingham Academy,Uriel Lamplough,58,15
Thursday 19 December 2019,Birmingham Academy,Erica Soughton,56,19
Thursday 19 December 2019,Birmingham Academy,Prudence Harrill,56,16
Thursday 19 December 2019,Birmingham Academy,Godfry Sephton,67,23
Thursday 19 December 2019,Birmingham Academy,Esmaria Rapp,55,21
Thursday 19 December 2019,Birmingham Academy,Clifford Randle,52,21
Thursday 19 December 2019,Birmingham Academy,Alfons Krauze,46,23
Thursday 19 December 2019,Birmingham Academy,Dottie Le Prevost,51,19
Thursday 19 December 2019,Birmingham Academy,Suzie Orable,46,14
Thursday 19 December 2019,Birmingham Academy,Arden Tolossi,59,18
Thursday 19 December 2019,Birmingham Academy,Devina Franz-Schoninger,48,19
Thursday 19 December 2019,Birmingham Academy,Eduino Huertas,47,24
Thursday 19 December 2019,Birmingham Academy,Sammy Macsweeney,48,21
Tuesday 19 February 2019,London Academy,Hakeem Ivermee,52,23
Tuesday 19 February 2019,London Academy,Alvy Bowering,44,20
Tuesday 19 February 2019,London Academy,Larine Burcombe,54,18
Tuesday 19 February 2019,London Academy,Nicolai Stockey,57,19
Tuesday 19 February 2019,London Academy,Andros Wickson,54,17
Tuesday 19 February 2019,London Academy,Maudie Dadswell,59,23
Tuesday 19 February 2019,London Academy,Ozzy Mattaus,47,20
Tuesday 19 February 2019,London Academy,Joanne Le Jean,52,26
Tuesday 19 February 2019,London Academy,Shelley O'Dyvoie,61,23
Tuesday 19 February 2019,London Academy,Harwilll Pownall,52,16
Tuesday 19 February 2019,London Academy,Marco Torra,65,20
Tuesday 19 February 2019,London Academy,Nerissa Culvey,50,17
Tuesday 19 February 2019,London Academy,Jefferson Paynton,56,17
Tuesday 19 February 2019,London Academy,Alric Pettigrew,42,19
Tuesday 19 February 2019,London Academy,Elroy Hatchell,64,21
Tuesday 19 February 2019,London Academy,Barbabas Huygens,59,23
Tuesday 19 February 2019,London Academy,Julita Benoy,57,27
Tuesday 19 February 2019,London Academy,Malachi Carlisso,75,24
Tuesday 19 February 2019,London Academy,Saxon Mctiernan,55,22
Tuesday 19 February 2019,London Academy,Jarred Connar,52,13
Tuesday 19 February 2019,London Academy,Elinore Dunnan,63,19
Tuesday 19 February 2019,London Academy,Hilarius Zywicki,62,23
Tuesday 19 February 2019,London Academy,Elysee Mardoll,59,26
Tuesday 19 February 2019,London Academy,Shea Skillett,57,25
Tuesday 19 February 2019,London Academy,Cleve Hallbord,69,20
Tuesday 19 February 2019,London Academy,Garrett Sprulls,60,16
Tuesday 19 February 2019,London Academy,Andris Frangello,44,17
Tuesday 19 February 2019,London Academy,Jozef Vedekhin,52,21
Wednesday 19 June 2019,London Academy,Ola Robelet,61,23
Wednesday 19 June 2019,London Academy,Leoline Stelli,59,19
Wednesday 19 June 2019,London Academy,Adeline Ordidge,54,20
Wednesday 19 June 2019,London Academy,Stanleigh Huson,53,22
Wednesday 19 June 2019,London Academy,Lenora Gannicott,53,19
Wednesday 19 June 2019,London Academy,Cleveland Vasyukhin,55,17
Wednesday 19 June 2019,London Academy,Fidel Norval,64,18
Wednesday 19 June 2019,London Academy,Marvin Gorger,63,19
Wednesday 19 June 2019,London Academy,Rosalinde Smallshaw,63,22
Wednesday 19 June 2019,London Academy,Hale Godbald,65,12
Wednesday 19 June 2019,London Academy,Norbert Dye,56,10
Wednesday 19 June 2019,London Academy,Khalil Vosper,58,14
Wednesday 19 June 2019,London Academy,Shermy Swancock,54,21
Wednesday 19 June 2019,London Academy,Robin Fugere,54,13
Wednesday 19 June 2019,London Academy,Keen Bentham3,50,24
Wednesday 19 June 2019,London Academy,Melony Tristram,51,20
Wednesday 19 June 2019,London Academy,Cassaundra Yuill,54,21
Wednesday 19 June 2019,London Academy,Farica Harding,67,21
Wednesday 19 June 2019,London Academy,Jessamyn Reightley,63,19
Wednesday 19 June 2019,London Academy,Serge Muehle,53,16
Wednesday 19 June 2019,London Academy,Sydney Burchmore,61,22
Wednesday 19 June 2019,London Academy,Bourke Belsey,53,18
Wednesday 19 June 2019,London Academy,Maury Hallybone,49,16
Wednesday 19 June 2019,London Academy,Wolfgang O'Grady,46,28
Wednesday 19 June 2019,London Academy,Candi Camillo,61,25
Wednesday 19 June 2019,London Academy,Silvano Maccague,47,16
Wednesday 19 June 2019,London Academy,Jerome Kasting,58,21
Wednesday 19 June 2019,London Academy,Devlen Froome,55,18
Tuesday 19 March 2019,London Academy,Tonia Goodie,57,21
Tuesday 19 March 2019,London Academy,Cort Trow,62,10
Tuesday 19 March 2019,London Academy,Henrik Mott,56,19
Tuesday 19 March 2019,London Academy,Willy Murphey,52,22
Tuesday 19 March 2019,London Academy,Jeromy Mebius,61,25
Tuesday 19 March 2019,London Academy,Eliot Frank,56,20
Tuesday 19 March 2019,London Academy,Ganny Brumham,52,15
Tuesday 19 March 2019,London Academy,Hermia Vitte,47,24
Tuesday 19 March 2019,London Academy,Zitella Hembery,70,20
Tuesday 19 March 2019,London Academy,Elfreda Aburrow,59,20
Tuesday 19 March 2019,London Academy,Bette-Ann Lemmers,56,18
Tuesday 19 March 2019,London Academy,Romona Buye,59,20
Tuesday 19 March 2019,London Academy,Melvyn Garstang,45,15
Tuesday 19 March 2019,London Academy,Carmelina Thorington,55,21
Tuesday 19 March 2019,London Academy,Tracey Spratley,55,18
Tuesday 19 March 2019,London Academy,Francois Earengey,48,15
Tuesday 19 March 2019,London Academy,Hughie Yeliashev,60,23
Tuesday 19 March 2019,London Academy,Evin Bennallck,65,18
Tuesday 19 March 2019,London Academy,Glen Lillo,49,19
Tuesday 19 March 2019,London Academy,Ezekiel Lemerie,57,21
Tuesday 19 March 2019,London Academy,Julina Hartles,52,20
Tuesday 19 March 2019,London Academy,Langsdon Brashaw,56,14
Tuesday 19 March 2019,London Academy,Sher Biesinger,51,23
Tuesday 19 March 2019,London Academy,Sheffield Furzer,58,23
Tuesday 19 March 2019,London Academy,Rhonda Dupree,45,23
Tuesday 19 March 2019,London Academy,Danielle Absolom,61,17
Tuesday 19 March 2019,London Academy,Tommie Hammerman,55,22
Tuesday 19 March 2019,London Academy,Ania Silver,62,25
Tuesday 19 March 2019,London Academy,Amelina Posnett,50,20
Tuesday 19 March 2019,London Academy,Ashley Fudge,63,23
Tuesday 19 March 2019,London Academy,Nadia Wheelton,54,18
Tuesday 19 March 2019,London Academy,Gearard Slegg,66,19
Tuesday 19 March 2019,London Academy,Dick Rubinshtein,55,26
Tuesday 19 March 2019,London Academy,Waly Napton,54,11
Tuesday 19 March 2019,London Academy,Artair Cartman,60,22
Tuesday 19 March 2019,London Academy,Mattias Blanpein,58,18
Tuesday 19 March 2019,London Academy,Jaymee Riden,54,20
Tuesday 19 November 2019,London Academy,Nicolette Bonehill,47,20
Tuesday 19 November 2019,London Academy,Mona Orviss,50,15
Tuesday 19 November 2019,London Academy,Isahella Swindells,49,22
Tuesday 19 November 2019,London Academy,Rebekah Sugge,58,24
Tuesday 19 November 2019,London Academy,Teirtza Docharty,62,26
Tuesday 19 November 2019,London Academy,Bev Ferri,62,21
Tuesday 19 November 2019,London Academy,Cacilie Rewcassell,60,21
Tuesday 19 November 2019,London Academy,Syman Guynemer,59,18
Tuesday 19 November 2019,London Academy,Ulick Kinane,42,15
Tuesday 19 November 2019,London Academy,Sigismundo Shellibeer,53,23
Tuesday 19 November 2019,London Academy,Tallie Mortimer,52,22
Tuesday 19 November 2019,London Academy,Burk Mackilpatrick,54,21
Tuesday 19 November 2019,London Academy,Karyn Huortic,58,19
Tuesday 19 November 2019,London Academy,Carmita Chillistone,50,18
Tuesday 19 November 2019,London Academy,Lawton Howley,52,27
Tuesday 19 November 2019,London Academy,Alair Patey,57,18
Tuesday 19 November 2019,London Academy,Christan Mityashin,62,25
Tuesday 19 November 2019,London Academy,Irwinn Goaks,58,22
Tuesday 19 November 2019,London Academy,Arny Dobrowolny,64,17
Thursday 19 September 2019,Birmingham Academy,Dorri Mcmillian,62,18
Thursday 19 September 2019,Birmingham Academy,Zorah Grasser,56,26
Thursday 19 September 2019,Birmingham Academy,Dana Boldra,50,17
Thursday 19 September 2019,Birmingham Academy,Erek Chadney,61,21
